Year,Portfolio1,Portfolio2,Portfolio3,Portfolio4,Portfolio5,Portfolio6,Portfolio7,Portfolio8,Portfolio9,Portfolio10,Portfolio11,Portfolio12,Portfolio13,Portfolio14,Portfolio15,Portfolio16,Portfolio17,Portfolio18,Portfolio19,Portfolio20,Portfolio21,Portfolio22,Portfolio23,Portfolio24,Portfolio25,Portfolio26,Portfolio27,Portfolio28,Portfolio29,Portfolio30,Portfolio31,Portfolio32
1976.333333,-0.2813,-0.7861,-1.435,-1.5102,-3.1098,-1.4731,-2.3677,-0.8039,-3.6796,-2.5752,-2.5943,-3.0535,-4.8071,-5.7098,-4.5616,-0.1232,-3.8157,-1.6601,-2.5286,-0.8226,-2.0518,-2.2055,1.4635,4.8398,-2.7809,-1.1745,-0.0254,-0.1127,-2.2794,-2.3783,2.0435,-1.2491
1976.416667,9.41,2.7318,4.3373,3.0453,4.0462,3.8959,3.2114,4.1982,4.8322,3.6446,1.5412,6.4121,3.1562,4.0216,2.1833,5.5171,2.4252,3.6358,4.6656,5.1868,7.3933,2.7885,2.0113,4.3563,4.7432,5.4445,7.3383,4.847,5.9264,6.9592,5.0695,9.3055
1976.5,-2.411,0.0108,0.422,-1.1552,-3.1927,2.468,1.8582,0.5729,0.4992,1.9714,-0.1806,-0.6929,0.9142,0.3163,4.3496,-1.9662,-0.9979,-2.0733,-1.2052,-1.9915,2.4654,-0.423,-1.6213,0.4789,0.3822,0.5952,1.1875,-0.8083,0.4291,0.0042,-0.6258,-0.6585
1976.583333,-7.2587,-1.6482,-1.4057,-2.8482,-4.0146,-0.6404,-0.9793,-1.9843,-2.2198,-0.9599,-0.9893,-1.3815,-3.2356,-0.3486,-0.7483,-0.4302,4.7804,-1.2547,-0.4412,-0.4337,-0.7744,-0.4178,-0.2985,-0.5795,1.1168,2.807,1.27,-0.0008,-0.2193,0.1695,-3.1245,-1.6062
1976.666667,0.8857,3.794,3.788,3.5366,1.5254,3.0594,1.5605,2.4724,0.6234,1.8211,3.0686,4.1295,1.6385,2.8378,0.0969,3.4239,-0.9113,2.1455,1.7736,1.1257,2.9152,2.4127,4.1912,5.0957,2.993,2.156,3.9425,3.2183,2.3392,3.616,3.9705,5.1045
1976.75,-2.5125,-1.223,-2.6433,-2.4468,-2.5797,-1.2946,-1.1144,-1.8355,-3.3728,-1.5513,-0.1453,-2.7008,-3.6831,-1.3014,-3.6777,-2.1168,0.3347,-2.3011,-2.5017,-3.2346,0.6671,-2.6712,-1.1337,-2.7682,-1.7586,-0.3024,-1.4345,0.2536,-3.6199,-1.4328,-2.3552,-2.0901
1976.833333,6.0832,2.9904,1.4071,3.5972,2.555,2.8354,3.8007,4.4371,4.1256,4.2683,4.1264,3.8207,3.7078,2.9497,1.6259,3.706,1.1535,-2.2765,-2.084,-1.1945,0.9455,2.7908,0.5015,0.5057,2.08,2.6346,3.3637,3.2182,2.5185,0.6124,1.3638,1.3803
1976.916667,9.3193,9.1569,10.1915,9.4295,12.9386,9.7426,8.6636,10.2041,9.4615,7.6036,9.9887,9.1588,12.2427,11.2515,9.9049,10.1931,1.1639,4.9163,3.1206,4.6044,4.9984,5.4365,8.0895,6.5331,5.8529,5.1456,7.6069,9.2628,8.0746,7.3397,10.7725,7.4987
1977,1.2799,1.6443,1.7838,1.3715,3.5038,0.1451,2.5871,1.9334,0.6976,3.4504,2.6007,3.4074,6.361,2.1149,6.099,2.3586,-10.7332,-9.5404,-8.8344,-6.4981,-5.8833,-4.9227,-4.2399,-1.8738,-4.8848,-0.5133,-2.0729,-3.016,-1.5794,2.227,0.1106,3.1224
1977.083333,-1.004,-0.8307,-1.5308,-1.2719,-0.8181,-0.7312,-1.5155,0.3235,-0.4978,1.1727,1.0604,1.1671,-1.9679,0.1123,-0.76,-0.0264,0.2086,-2.891,-2.3936,-1.283,-3.6677,-1.2611,-2.2131,-2.6592,-1.2184,-0.3902,-1.1063,-2.2864,-2.5058,-2.561,-1.2849,-1.8716
1977.166667,0.2573,0.1807,0.8158,0.4085,0.0486,0.1264,0.4195,2.1546,1.6334,0.0766,0.2553,-0.5211,-0.0942,-1.3483,0.9224,0.9592,-3.0152,-2.5638,-2.0971,-1.1528,0.045,-0.3852,-3.3209,-1.1598,0.2183,-1.0241,-2.0349,0.0434,0.2452,-0.1772,-0.1997,0.4424
1977.25,2.3271,0.4563,1.1039,0.4723,0.122,1.5415,1.5215,3.2459,2.2585,2.9382,2.5264,1.9674,2.056,1.0335,5.2573,3.1903,-3.6592,-4.277,-0.8097,-3.5271,4.467,0.1385,2.1207,2.4705,3.4447,1.0659,1.9987,2.0776,4.0051,1.2159,4.2378,1.8735
1977.333333,-3.4895,-1.0924,-0.6326,0.0001,-0.6695,0.1019,0.5144,-0.255,0.1305,1.0158,0.8846,2.3457,0.8386,0.5013,1.5481,1.0265,-2.6998,-3.7519,-1.5528,-2.5031,-0.8263,-0.6351,-1.6955,-0.3912,-1.9728,1.7581,-0.1106,0.8992,-1.3476,-0.0559,-0.3312,-2.6763
1977.416667,9.9232,7.2939,5.7201,7.5596,6.7025,5.783,5.5618,5.8804,4.3696,6.5622,5.0361,7.4093,6.8619,9.5788,8.0511,9.7914,6.6211,6.2884,5.7012,6.7807,3.8157,4.2072,3.5395,5.3321,2.8287,1.7992,4.7906,4.4445,4.7473,5.3321,5.3764,6.4838
1977.5,-1.1261,-1.0531,0.7145,-0.0074,-0.4007,-0.4962,0.2109,0.5107,0.1042,0.8293,0.7251,-0.1772,-0.6391,1.8696,2.4952,0.4444,0.4254,-0.2136,-1.7303,-0.8116,-3.7069,-2.5109,-1.8961,-2.7886,-0.2919,-0.8362,-2.8562,-1.2722,-2.0091,-0.9914,-1.4916,1.3918
1977.583333,0.1007,0.0455,0.1041,0.448,-1.4291,-0.5736,0.3951,-0.4561,-0.7998,-0.9522,-1.6943,-1.5295,-2.382,-1.4666,-1.9929,-3.5339,4.7318,1.7356,2.9662,0.0571,0.2825,-1.4318,-2.2153,-3.3063,-4.0353,-2.2791,-2.7248,-4.2092,-3.7047,-2.8568,-3.6112,-7.4602
1977.666667,0.3134,0.5184,1.1281,2.2515,1.8353,2.0305,1.1805,2.276,0.5573,0.9003,1.2313,0.7807,-1.9208,2.4805,1.6534,1.2672,-3.2982,-0.8474,-1.5291,-0.2167,0.1636,0.1525,-0.9084,0.1941,0.0802,2.5753,0.5235,1.0603,-0.9622,-0.3933,2.7621,3.1901
1977.75,-7.0167,-4.3058,-1.9936,-3.3029,-1.8697,-1.43,-2.331,-2.7293,-1.6478,-0.4673,-0.0145,-2.2075,-2.8627,-1.2379,-0.9019,-3.9755,-4.3939,-5.4674,-4.411,-4.328,-6.2834,-3.4532,-3.9054,-3.3522,-3.9874,-5.0323,-2.9922,-3.4898,-2.6671,-3.9855,-5.2687,-1.7224
1977.833333,8.4444,8.1361,8.8453,8.1943,3.336,4.7764,8.5699,8.4952,6.8931,5.8504,7.7511,8.6287,9.436,7.9102,11.1743,10.2464,5.3898,7.0535,2.8194,4.3512,4.646,6.1728,5.141,1.9784,3.8377,3.0755,5.3935,6.0361,4.8191,4.862,2.5927,3.2748
1977.916667,3.0764,1.5069,2.3711,3.3063,2.6101,2.1627,0.5486,0.8693,3.3281,1.3263,1.0259,1.6764,0.1998,3.0664,2.7416,2.7243,-5.9282,-0.3692,0.3324,0.7891,-1.2007,0.7844,-0.1639,1.7425,0.3042,1.854,0.925,-0.7891,0.8174,-0.7047,0.7782,-0.1498
1978,-1.7967,-3.7646,-5.0079,-5.3421,-3.8681,-2.0561,-1.9616,-2.6077,-2.0539,-1.3054,-2.9806,-1.2601,-0.9804,0.6709,1.5773,-0.8512,-8.8551,-5.533,-7.0956,-5.0686,-5.0296,-6.4092,-7.3263,-6.9199,-6.4985,-4.6024,-7.3555,-7.731,-3.8339,-3.4626,-5.4771,-6.2592
1978.083333,0.1736,-0.1858,1.9096,2.5589,1.0625,2.078,2.4462,2.5242,3.2495,1.4959,3.822,2.7665,2.0203,1.4162,3.5963,5.1392,-3.5108,-3.0221,-3.0324,-3.075,-1.8019,-2.0696,-2.0816,0.0245,-0.3549,2.3442,-0.6842,0.1109,-1.4825,-0.8565,-0.2558,-0.7577
1978.166667,3.4306,7.864,7.2435,6.3818,9.3062,4.9768,6.1892,7.347,5.8908,5.742,5.8527,7.8919,8.8258,7.2606,7.1146,14.8588,-3.028,3.9838,2.4375,0.1899,3.3908,5.926,4.2606,3.5826,4.2371,2.6528,6.0746,5.9836,3.3971,4.0325,4.8734,3.5887
1978.25,7.8761,6.9357,9.3798,10.2028,7.2852,4.8023,7.3436,9.2912,7.4656,7.7423,6.8671,7.1652,7.7711,6.2942,7.1095,5.698,14.9165,12.3703,12.6797,11.4281,7.7199,7.6177,9.7836,7.4478,7.3693,3.7257,8.2445,5.1653,4.5924,6.2478,9.5826,5.3876
1978.333333,7.3301,7.2063,5.3921,7.6166,5.9478,4.4007,4.339,7.7603,9.0991,3.0549,4.8743,5.3275,8.1318,5.0653,7.977,9.3756,-1.4503,4.1105,2.8967,1.6972,-0.0176,2.4195,2.7125,0.8351,1.5764,-0.0808,2.2329,0.5239,2.0589,2.3179,0.7006,0.533
1978.416667,-0.2689,-2.7883,-0.4864,-0.6409,4.703,-0.1148,3.0753,-0.4794,4.5202,-0.0069,-0.24,-0.3448,0.647,0.1654,-2.3565,-1.8813,-3.8696,0.3187,-0.1061,-1.378,-0.2403,-1.4187,-1.1517,-3.9722,-2.1076,-1.3737,-1.5615,-0.4673,-0.566,-0.2559,-2.2219,-3.0182
1978.5,5.1121,8.3026,4.7934,7.8457,3.4146,4.7523,4.7991,6.4853,3.9781,4.8718,4.8887,5.246,6.133,4.6446,5.0002,7.5089,4.5303,9.5694,7.495,7.0588,6.3272,4.8452,5.0908,4.6584,4.1462,3.1074,4.2876,5.8559,5.907,5.4509,6.5692,3.4986
1978.583333,8.4228,7.7234,6.7937,9.118,7.5229,8.0156,9.4941,9.5501,9.7621,4.8594,6.2526,9.4744,10.6918,9.0408,10.176,8.2013,-2.4286,1.1711,2.702,4.6813,3.5145,3.7895,4.8938,4.523,3.9606,4.3514,4.5284,5.3626,1.3235,3.5946,3.7234,2.7477
1978.666667,0.2673,-0.5922,-0.787,-2.3953,-3.5418,1.3035,-1.4328,-1.242,-0.6512,-0.8608,-0.2084,1.394,-0.6632,0.4365,-0.6554,-3.1265,-1.5218,-4.0521,-2.4578,-3.8343,0.2532,-1.0239,-1.037,0.6172,-0.6284,0.7778,1.4836,5.2236,-0.3235,-0.8944,1.3457,3.8906
1978.75,-26.5543,-24.3136,-20.3039,-23.0276,-21.3701,-18.4094,-16.8394,-20.186,-19.7086,-14.6724,-16.2419,-16.9995,-21.6677,-19.4298,-20.5557,-23.506,-11.8795,-11.3478,-10.2777,-8.6995,-11.8064,-10.9072,-9.8837,-11.2459,-8.6916,-7.2862,-10.284,-8.3168,-11.4665,-11.2402,-13.266,-10.4948
1978.833333,5.1567,9.5891,8.5687,9.096,4.8685,6.0158,4.3676,5.0743,5.2344,4.0986,3.045,4.9558,4.4251,4.6085,5.1451,7.3255,5.667,2.1768,2.6582,2.9316,4.9328,5.2193,1.106,2.2911,3.1644,3.6458,2.1257,5.4135,2.8926,1.3306,7.3515,3.1704
1978.916667,1.0464,2.6579,4.0147,3.0593,1.887,1.7471,1.8469,2.9556,1.6749,1.7342,1.8892,-0.5267,2.245,2.8282,0.222,1.9065,-4.0786,4.8774,0.6763,5.2762,0.6572,1.318,1.6408,0.5305,0.5729,0.1357,0.7238,2.0387,-0.744,0.1278,-0.97,2.7652
1979,9.0962,7.6139,6.8557,8.9206,10.1764,8.0842,7.409,7.2584,9.4872,6.0273,8.2029,8.876,11.492,11.2863,9.7203,9.4266,5.7401,1.7926,3.1363,2.4847,6.7728,5.3275,5.1658,4.8787,6.4756,4.2744,3.9232,3.6616,8.1327,7.1578,5.0626,4.0096
1979.083333,-1.3948,-0.5362,-2.9297,-3.8783,-0.9946,-1.1665,-2.7488,-3.4483,-1.4909,-2.5123,-2.5541,-5.177,-2.5254,0.8677,-1.2548,-0.2364,-5.0144,-6.8758,-3.7119,-3.842,-2.162,-1.8387,-3.5366,-2.23,-3.1104,-2.1268,-1.7032,-2.0462,-3.0059,-2.7324,-3.2979,-1.0895
1979.166667,11.1653,14.4165,11.0185,11.1382,10.0525,8.3838,7.5156,8.2638,8.192,7.3038,6.2471,9.3059,9.6151,6.7278,10.7291,11.3618,7.1654,7.4601,5.0605,5.2723,5.0083,5.2827,6.6705,7.6782,4.4446,3.1664,8.5828,7.8661,7.6988,6.5935,9.4869,5.165
1979.25,-0.6253,1.1732,1.321,2.1641,1.3583,4.3014,3.9049,2.2933,4.4587,2.5408,1.6946,2.0765,3.1389,2.972,3.1224,16.806,-2.3527,-0.0372,1.2367,-0.0475,-2.6277,2.0603,-0.5857,2.2788,-2.9381,-1.5393,4.2821,2.1917,-0.6429,1.6122,2.1892,5.6539
1979.333333,-1.785,-2.7948,-2.2311,-2.6562,-1.9778,-0.6829,-1.1745,-0.6734,1.2529,-1.6272,0.0829,12.0092,-0.7118,0.0012,-2.2419,-0.5575,-3.6624,-0.3012,-2.6332,-1.7784,0.1226,-2.0851,-1.8178,-0.261,0.8011,-0.6686,-2.6313,-2.4679,-1.0029,-0.9501,-1.8753,-6.3349
1979.416667,7.5132,9.5792,7.4621,4.2314,7.1228,5.1823,5.2988,4.4726,8.4414,4.0653,5.485,6.2998,5.1324,4.9256,5.1894,24.8899,2.1958,7.6644,2.3598,1.9466,6.8847,5.2886,4.053,5.7116,6.1988,3.3807,6.9418,6.2555,6.3027,5.5212,5.2841,6.6132
1979.5,-1.278,1.4811,2.647,2.6843,3.8575,4.6066,3.6589,4.2085,3.1656,3.1601,3.5676,5.568,1.9407,3.1589,7.7183,1.2446,4.9919,0.847,1.4662,-0.9704,-0.2196,1.7302,3.9412,1.9151,1.7279,0.6785,3.8398,1.3635,2.7624,3.0658,2.5286,3.8229
1979.583333,8.2593,8.1247,9.4355,9.3371,5.5334,6.6594,6.7841,10.085,6.8411,6.21,7.1981,5.8718,9.53,6.2841,9.4833,4.8754,9.7831,9.4689,7.5887,5.5381,6.5131,7.8526,7.4743,6.0687,2.8175,4.1864,8.3995,5.8506,4.1975,4.578,8.754,12.9011
1979.666667,-1.1048,4.2576,1.6665,0.1319,-0.7735,-0.8627,-0.4205,-2.0616,-0.0697,-2.2754,-0.9961,-2.9188,-0.4289,-0.3932,-2.9818,-0.6849,2.4236,-1.0827,-0.8168,-2.1199,0.5919,-0.1889,1.0356,2.2642,-1.1366,-0.6839,0.8956,6.5243,-1.8012,0.0967,2.7545,-4.9777
1979.75,-8.6138,-9.3573,-7.1583,-9.6882,-11.7886,-10.631,-10.8505,-11.6988,-9.6796,-9.2192,-11.8964,-12.262,-11.8627,-11.4191,-12.2844,-10.943,-5.7135,-4.6014,-6.3231,-7.0205,-8.5384,-7.899,-5.8974,-3.3886,-7.5698,-6.0447,-10.2489,-7.5279,-8.2713,-7.8519,-6.7163,-13.2291
1979.833333,12.8555,13.4024,9.1241,10.6588,9.3865,7.2955,4.9667,7.4756,8.6545,5.3101,5.7801,9.1141,7.0933,4.9999,6.9172,12.2688,10.1342,7.8873,6.1202,5.732,9.1121,5.3049,6.5223,6.7363,6.8501,6.1981,6.1586,2.3167,5.006,4.7898,-0.9645,10.7138
1979.916667,11.942,11.6525,6.6199,7.1567,9.1293,5.1393,4.4427,5.5238,6.9472,2.9223,4.3562,4.567,5.51,6.0493,5.663,8.0574,6.3206,2.2735,3.5941,1.4431,5.9499,3.147,3.763,0.8626,-0.0395,0.3613,2.8136,2.4829,1.125,3.079,1.5535,1.3436
1980,15.1137,9.5283,8.2503,6.3054,9.7202,6.2206,6.8113,9.6386,7.9962,5.0362,5.2374,7.9826,11.7266,8.9458,9.9147,6.6948,4.3498,1.2047,4.6689,4.2856,4.7824,4.2443,9.7582,8.2397,3.6314,3.5031,10.3487,7.9298,8.3985,4.5796,11.1608,2.7083
1980.083333,0.8587,3.2522,-1.933,-0.99,2.586,-3.3583,-3.741,-4.6436,0.1349,-4.6186,-5.0961,-2.2857,-1.913,-1.9559,-4.1923,-0.2985,-2.0265,-2.854,-4.6639,-3.9205,-1.3832,2.7,-1.5743,6.0845,-1.8628,-0.434,-1.3734,6.905,0.1111,-2.3655,5.6203,-5.4143
1980.166667,-25.2964,-22.0974,-16.8352,-18.198,-20.4443,-14.7724,-15.6446,-16.8758,-17.4663,-13.5812,-13.2113,-16.743,-17.8175,-16.7544,-18.8106,-23.8477,-9.3448,-6.0707,-5.8098,-8.7548,-12.8662,-10.9714,-11.7056,-13.3051,-8.8375,-7.835,-12.1726,-12.8888,-13.1276,-10.4339,-15.2805,-13.1646
1980.25,7.4219,4.7846,6.9976,5.6303,6.9556,6.8042,5.6352,6.132,9.2441,6.3104,4.82,6.4668,5.5364,6.5435,4.0481,2.0606,2.5123,7.5623,3.9895,2.5863,3.4254,5.4343,5.3168,3.7975,6.7615,6.7605,2.4573,6.051,8.3199,5.6278,0.496,11.8559
1980.333333,7.0428,7.6058,7.8974,8.6245,6.4578,8.5542,8.1166,7.1387,6.1059,6.6308,9.2467,9.613,8.4703,8.1536,7.0141,11.4905,6.9243,4.0357,5.3659,5.6618,6.2757,6.456,6.7303,5.5924,6.4452,5.5219,6.2543,1.9048,4.9867,8.1516,6.4315,13.8326
1980.416667,6.383,5.4691,5.3398,5.2709,4.3787,2.2801,4.5771,3.4694,4.6403,4.2584,6.0797,5.3391,3.446,3.7674,1.7758,0.9789,6.7463,2.8623,1.9893,3.4056,6.0093,3.1246,1.9432,5.2054,3.6209,2.9441,4.4459,2.0012,3.7177,2.2818,-1.2891,1.3162
1980.5,8.5033,15.5103,13.8202,13.899,8.4019,10.8043,7.5325,11.0848,10.0991,6.4,7.2399,13.7734,9.0127,5.496,6.1784,12.6981,0.5771,11.1664,11.8301,12.3618,8.0084,8.7459,6.5206,3.7351,4.1419,4.746,6.7537,4.8947,3.5201,2.4518,0.2752,3.3545
1980.583333,7.9451,7.1659,8.6127,8.6879,5.2362,4.8913,5.1513,6.8413,3.3675,3.5032,4.3834,1.6309,5.5998,3.2622,3.3215,1.2758,-0.6525,5.7934,2.4652,2.9766,1.1243,1.0989,1.4491,1.8878,0.1674,0.1852,2.446,0.855,-0.3267,3.8149,2.2848,0.7212
1980.666667,4.8667,4.8667,3.8906,5.9707,1.7861,3.1447,2.8986,3.3797,0.8445,0.7278,2.1408,3.8288,2.0472,0.5646,1.9306,2.8613,3.8057,4.7323,5.6373,3.0973,7.533,5.6945,4.3238,6.9047,1.0739,1.5879,2.3977,-0.1652,0.5877,-1.7159,-2.0027,0.2215
1980.75,6.8321,7.8211,5.2613,4.8323,3.3683,2.7084,1.094,3.5097,4.0268,2.9736,4.3587,2.4419,3.6045,0.8222,0.2239,5.9122,5.0435,-0.1531,1.317,1.3194,1.1214,0.2071,3.3121,5.4629,-1.3479,3.6857,-0.1528,6.9667,-0.7816,-2.6581,5.2126,-2.2964
1980.833333,17.2515,16.1078,10.2656,10.9858,7.3844,4.8665,3.0475,5.8283,4.3126,4.0061,2.6302,2.9723,2.5647,0.6663,3.1883,0.9407,13.1799,13.6941,16.599,9.1649,15.3713,11.2289,12.5639,17.944,2.3042,13.4246,8.9535,15.3335,2.5101,1.4781,22.3283,23.1511
1980.916667,-9.7475,-3.597,-3.5683,-4.9941,-6.1125,-2.5749,0.0587,-0.9316,-3.2133,-1.4586,-0.1822,-0.0496,-3.0869,-0.5642,-0.38,-1.4119,-1.1238,0.0853,-3.2832,-0.0519,-4.6281,-3.2129,-2.638,-8.3589,1.1081,-3.3749,-5.2842,-6.1105,-0.0989,0.1057,-5.5098,-9.4991
1981,-3.4729,-4.6726,-2.8892,-3.5952,-3.1121,-0.2049,2.0518,0.819,-0.8407,1.9631,2.3983,-0.5171,3.1587,2.9806,2.8136,5.1759,-3.9064,-8.1882,-7.2401,-6.4967,-4.5866,-4.2445,-5.5976,-9.3824,-1.2951,-3.9727,-2.5743,-4.7013,1.6717,5.4432,-9.3817,-4.9599
1981.083333,-0.266,-1.4619,-0.5574,-0.2011,-0.8633,2.63,3.4217,2.1327,1.7754,1.7005,3.5598,3.8088,1.7257,4.1939,1.644,4.218,1.44,2.3307,3.9783,1.9792,2.4478,1.9837,3.8472,0.6926,0.2431,3.5433,4.4397,-3.7102,1.0773,1.8551,0.8329,0.7057
1981.166667,4.1888,5.7199,7.7305,9.1477,7.5315,6.8533,8.9317,7.4754,8.9078,10.2139,6.5104,10.0499,6.785,5.4155,6.645,10.6571,5.1181,6.8003,3.1828,4.5975,6.9945,10.2294,2.4862,1.2306,9.4194,2.9845,4.6107,-3.1551,8.9472,3.652,-0.3633,-3.4186
1981.25,-2.4407,-0.705,1.0081,5.0817,2.658,4.5925,3.8725,4.2071,3.8599,1.2837,4.1457,4.8671,3.8368,4.3097,5.1051,6.2281,-2.2764,-2.4415,-3.6915,-1.201,-4.0936,0.5869,-2.4297,-7.5979,-0.2812,-0.501,-0.8333,0.1414,-0.765,3.8458,1.7595,-2.2778
1981.333333,3.7446,3.5726,4.1395,6.0279,4.1307,1.6806,3.4851,4.2004,1.2056,0.7074,1.6345,1.2044,4.0346,1.7163,0.6294,2.0306,-2.0761,2.0783,0.474,2.8505,0.8467,0.6804,-0.8098,-2.3163,1.4339,-0.5464,0.6847,-2.5879,2.8763,4.367,1.085,-0.45
1981.416667,-7.1252,-6.5067,-4.6878,-4.9748,-3.6122,0.5458,1.5257,-0.0673,0.3897,2.0808,1.2009,0.63,1.3546,2.59,3.3469,-1.4566,-4.3405,-4.5118,-5.113,-4.8468,1.2947,-1.7067,-0.3058,4.959,1.4783,-0.4492,0.835,3.984,0.8075,-1.791,1.3077,5.2215
1981.5,-1.8915,-1.3319,-1.9217,-3.7145,-3.6196,-0.5567,-2.8392,-2.8062,-1.7403,-0.336,-1.8491,-1.8484,-2.4318,-1.141,-2.1465,-3.218,4.4005,2.5744,2.9481,-0.0435,-2.0488,-0.9062,1.1682,5.3616,-3.2973,-3.3432,-1.7978,1.1347,-1.5778,-0.9221,-1.2853,-6.3106
1981.583333,-10.61,-11.7131,-8.1112,-9.6801,-8.5456,-6.8154,-4.8064,-4.4644,-6.5568,-4.8015,-3.5461,-7.2474,-9.1342,-3.4912,-2.402,-7.7896,-13.766,-9.8502,-7.2017,-5.0903,-9.8334,-5.687,-6.045,-6.759,-6.8736,-5.2493,-4.7032,-5.8799,-3.8864,-1.9083,-2.5488,-2.1239
1981.666667,-14.7712,-10.6433,-10.8062,-8.4373,-11.4396,-8.3569,-6.3437,-5.3361,-7.3583,-3.0587,-4.9706,-4.3717,-7.172,-4.4164,-4.1333,-5.6251,-5.5801,-6.8246,-8.0982,-6.1375,-5.5147,-6.3054,-4.1195,-9.5003,-5.1499,-7.2246,-4.0382,-6.5928,-3.7376,1.3803,0.8872,-1.1817
1981.75,9.9378,9.0455,8.1216,10.4038,7.2319,7.0388,6.9039,7.6595,6.069,7.2473,6.3433,8.2301,4.7597,4.8131,6.4608,10.1139,15.4353,10.3287,9.9076,6.326,-0.7957,5.7601,7.2026,10.4,-1.0521,4.0741,2.3506,4.9045,4.3953,2.9247,8.7166,9.536
1981.833333,-2.9529,0.7992,2.4015,1.9255,1.9772,4.2628,5.8181,5.2876,4.1475,4.9063,4.4581,4.8108,2.3911,4.8719,5.6317,10.7741,3.0781,6.0547,2.8458,3.4017,8.8034,3.3559,4.6501,5.7812,5.8488,5.6399,5.1887,2.5411,5.6032,3.4386,1.4891,1.4002
1981.916667,-3.0029,-3.9066,-4.1175,-1.4388,-2.9093,-0.1041,-0.4009,-1.1183,-1.9579,-0.9063,-1.2506,0.0515,-1.8827,-1.6358,-1.1586,-0.0797,-4.7335,-3.5589,-4.6692,-1.5904,-5.042,-0.0793,-3.2123,-5.3149,-2.2374,-1.787,-2.9676,-4.568,-3.2024,-1.4127,-1.4579,-2.798
1982,-6.2949,-5.3591,-4.1063,-4.6647,-2.772,-3.1065,-3.7978,-3.8068,0.1038,-1.3333,-3.4314,-3.3923,-0.4305,1.6404,-0.8341,-4.6953,-1.939,-1.9962,-4.4753,0.0196,-3.5549,-1.9971,-3.1852,-5.2489,-2.097,-3.9949,-1.521,-3.4576,0.7039,0.2748,-4.6549,1.0976
1982.083333,-9.007,-8.286,-7.7501,-6.6397,-3.8673,-3.7297,-3.685,-2.1199,-2.3175,-1.5131,-1.691,-1.6079,-0.0142,0.2813,0.2669,-4.6404,-7.8317,-7.4985,-9.8693,-5.7754,-3.4409,-3.9355,-7.1578,-8.0792,-2.0208,-4.017,-1.9528,-1.1579,0.3732,-3.9451,-4.1292,4.3555
1982.166667,-4.129,-1.6341,-1.976,-1.7558,-1.3132,-0.6156,-0.2066,-0.2946,-0.9814,0.106,0.3963,0.8476,1.1947,1.9815,2.6728,1.0789,-3.0401,-5.0626,-4.9829,-2.729,-3.5453,-1.6462,1.0023,0.2236,2.1145,-0.7804,0.0017,-1.1299,1.4765,2.478,1.3984,-5.4588
1982.25,4.241,5.6232,7.8002,6.9987,5.7017,5.7197,5.5473,5.5311,4.5045,2.6331,5.2387,5.1031,5.64,3.7588,4.2608,5.8856,6.0691,6.0432,5.4946,6.9651,4.7611,5.1747,3.4159,5.8343,1.8629,4.0129,3.529,1.3494,4.304,0.2518,4.8624,0.3013
1982.333333,-5.1751,-5.5522,-3.5922,-2.7009,-2.4526,-3.1084,-2.137,-2.0597,-1.9634,-2.4138,0.6618,-2.3538,-1.3516,-0.9466,-2.1094,-1.3057,-10.2755,-3.8992,-5.4731,-3.4836,-8.166,-4.959,-1.3772,-1.0032,-3.0137,-3.9364,-1.075,1.5704,-2.7577,-1.5152,-6.3427,-15.0234
1982.416667,-6.1358,-3.6118,-3.3123,-2.9767,-2.3309,-4.3353,-1.4677,-0.4079,-1.8072,-2.0484,-0.8685,-1.1278,-0.5977,-2.2072,-1.0545,2.5905,-4.171,-2.8672,-6.0924,-1.7773,-2.9647,-3.1341,0.8739,-3.3799,0.5576,-1.5129,-0.2233,-4.459,-0.9995,-2.4182,-2.7271,-0.4487
1982.5,-4.9844,-3.6032,-2.271,-1.2116,-1.4123,-1.1821,-0.0521,0.0736,-1.2668,-0.7353,-1.9494,0.1942,-0.4523,-1.274,0.0458,-3.2267,-0.9467,-2.2476,-0.1923,0.6762,-3.0774,-3.9313,-3.197,-5.2507,-2.3706,-3.1503,-4.6608,-4.6432,-2.2064,-0.5752,-5.6745,-1.5725
1982.583333,6.0702,9.5239,7.9215,8.6206,10.2756,7.7932,9.2688,9.4602,9.3741,7.5796,7.6921,7.7103,7.4272,8.6912,7.304,11.1527,13.5889,14.9021,12.5539,10.0016,14.1001,14.5607,11.3957,9.0864,16.982,13.832,11.2379,10.9652,14.8019,11.8775,15.1299,10.9122
1982.666667,0.924,0.4962,4.8568,2.7568,1.3891,2.8157,4.3053,6.8428,2.5323,4.4435,5.5569,8.1508,4.3409,4.7564,7.0919,11.9247,-5.4244,2.319,0.7802,2.5397,2.3922,3.827,1.5626,3.6304,1.5097,1.6066,0.7859,3.6012,-0.7599,-0.5,4.7315,5.6637
1982.75,15.1352,16.6998,14.5404,16.337,16.5478,13.4277,11.8843,12.8145,17.0035,9.7461,11.3405,14.0406,12.131,10.2042,14.2945,16.1705,17.4588,13.7589,11.9049,12.3341,13.6709,12.13,10.2087,10.9798,9.1063,14.061,11.973,15.2494,13.3033,7.537,7.473,1.0156
